id,name,address,info,img,score,weici,school_types,school_pici,school_leibie
166,南京信息工程大学,江苏南京市,物理类本科批普通类双一流最低分/最低位次：580/11199,https://static-data.gaokao.cn/upload/logo/166.jpg,580,11199,物理,本科批,普通
112,南京理工大学,江苏南京市,物理类本科批普通类双一流最低分/最低位次：580/11199,https://static-data.gaokao.cn/upload/logo/112.jpg,580,11199,物理,本科批,普通
556,北京化工大学,北京市朝阳区,物理类本科批普通类双一流最低分/最低位次：580/11199,https://static-data.gaokao.cn/upload/logo/556.jpg,580,11199,物理,本科批,普通
77,南京航空航天大学,江苏南京市,物理类本科批普通类双一流最低分/最低位次：578/11724,https://static-data.gaokao.cn/upload/logo/77.jpg,578,11724,物理,本科批,普通
124,中南大学,湖南长沙市,物理类本科批普通类双一流最低分/最低位次：578/11724,https://static-data.gaokao.cn/upload/logo/124.jpg,578,11724,物理,本科批,普通
134,东北大学,辽宁沈阳市,物理类本科批普通类双一流最低分/最低位次：578/11724,https://static-data.gaokao.cn/upload/logo/134.jpg,578,11724,物理,本科批,普通
573,北京协和医学院,北京市东城区,物理类本科批普通类双一流最低分/最低位次：578/11724,https://static-data.gaokao.cn/upload/logo/573.jpg,578,11724,物理,本科批,普通
117,中国药科大学,江苏南京市,物理类本科批普通类双一流最低分/最低位次：577/11983,https://static-data.gaokao.cn/upload/logo/117.jpg,577,11983,物理,本科批,普通
284,深圳大学,广东深圳市,物理类本科批普通类最低分/最低位次：576/12238,https://static-data.gaokao.cn/upload/logo/284.jpg,576,12238,物理,本科批,普通
128,武汉理工大学,湖北武汉市,物理类本科批普通类双一流最低分/最低位次：576/12238,https://static-data.gaokao.cn/upload/logo/128.jpg,576,12238,物理,本科批,普通
72,安徽医科大学,安徽合肥市,物理类本科批普通类最低分/最低位次：576/12238,https://static-data.gaokao.cn/upload/logo/72.jpg,576,12238,物理,本科批,普通
122,吉林大学,吉林长春市,物理类本科批普通类双一流最低分/最低位次：576/12238,https://static-data.gaokao.cn/upload/logo/122.jpg,576,12238,物理,本科批,普通
101,西南财经大学,四川成都市,物理类本科批普通类双一流最低分/最低位次：575/12526,https://static-data.gaokao.cn/upload/logo/101.jpg,575,12526,物理,本科批,普通
414,中南财经政法大学,湖北武汉市,物理类本科批普通类双一流最低分/最低位次：575/12526,https://static-data.gaokao.cn/upload/logo/414.jpg,575,12526,物理,本科批,普通
78,天津医科大学,天津市和平区,物理类本科批普通类双一流最低分/最低位次：575/12526,https://static-data.gaokao.cn/upload/logo/78.jpg,575,12526,物理,本科批,普通
831,华北电力大学,北京市昌平区,物理类本科批普通类双一流最低分/最低位次：575/12526,https://static-data.gaokao.cn/upload/logo/831.jpg,575,12526,物理,本科批,普通
1227,中国人民解放军陆军军医大学,重庆市沙坪坝区,物理类本科批普通类最低分/最低位次：574/12747,https://static-data.gaokao.cn/upload/logo/1227.jpg,574,12747,物理,本科批,普通
557,中国农业大学,北京市海淀区,物理类本科批普通类双一流最低分/最低位次：574/12747,https://static-data.gaokao.cn/upload/logo/557.jpg,574,12747,物理,本科批,普通
135,东华大学,上海市松江区,物理类本科批普通类双一流最低分/最低位次：573/12990,https://static-data.gaokao.cn/upload/logo/135.jpg,573,12990,物理,本科批,普通
1218,东北大学秦皇岛分校,河北秦皇岛市,物理类本科批普通类双一流最低分/最低位次：573/12990,https://static-data.gaokao.cn/upload/logo/1218.jpg,573,12990,物理,本科批,普通
97,兰州大学,甘肃兰州市,物理类本科批普通类双一流最低分/最低位次：572/13261,https://static-data.gaokao.cn/upload/logo/97.jpg,572,13261,物理,本科批,普通
251,温州医科大学,浙江温州市,物理类本科批普通类最低分/最低位次：571/13548,https://static-data.gaokao.cn/upload/logo/251.jpg,571,13548,物理,本科批,普通
116,河海大学,江苏南京市,物理类本科批普通类双一流最低分/最低位次：570/13831,https://static-data.gaokao.cn/upload/logo/116.jpg,570,13831,物理,本科批,普通
589,首都师范大学,北京市海淀区,物理类本科批普通类双一流最低分/最低位次：569/14108,https://static-data.gaokao.cn/upload/logo/589.jpg,569,14108,物理,本科批,普通
118,哈尔滨工程大学,黑龙江哈尔滨市,物理类本科批普通类双一流最低分/最低位次：578/11724,https://static-data.gaokao.cn/upload/logo/118.jpg,578,11724,物理,本科批,普通
50,辽宁大学,辽宁沈阳市,物理类本科批普通类双一流最低分/最低位次：565/15216,https://static-data.gaokao.cn/upload/logo/50.jpg,565,15216,物理,本科批,普通
832,中国石油大学（北京）,北京市昌平区,物理类本科批普通类双一流最低分/最低位次：564/15520,https://static-data.gaokao.cn/upload/logo/832.jpg,564,15520,物理,本科批,普通
51,西南交通大学,四川成都市,物理类本科批普通类双一流最低分/最低位次：563/15839,https://static-data.gaokao.cn/upload/logo/51.jpg,563,15839,物理,本科批,普通
115,南京师范大学,江苏南京市,物理类本科批普通类双一流最低分/最低位次：561/16442,https://static-data.gaokao.cn/upload/logo/115.jpg,561,16442,物理,本科批,普通
151,南京审计大学,江苏南京市,物理类本科批普通类最低分/最低位次：561/16442,https://static-data.gaokao.cn/upload/logo/151.jpg,561,16442,物理,本科批,普通
830,中国地质大学（北京）,北京市海淀区,物理类本科批普通类双一流最低分/最低位次：561/16442,https://static-data.gaokao.cn/upload/logo/830.jpg,561,16442,物理,本科批,普通
106,暨南大学,广东广州市,物理类本科批普通类双一流最低分/最低位次：559/17056,https://static-data.gaokao.cn/upload/logo/106.jpg,559,17056,物理,本科批,普通
229,东北财经大学,辽宁大连市,物理类本科批普通类最低分/最低位次：559/17056,https://static-data.gaokao.cn/upload/logo/229.jpg,559,17056,物理,本科批,普通
1075,成都医学院,四川成都市,物理类本科批普通类最低分/最低位次：557/17724,https://static-data.gaokao.cn/upload/logo/1075.jpg,557,17724,物理,本科批,普通
49,北京中医药大学,北京市朝阳区,物理类本科批普通类双一流最低分/最低位次：557/17724,https://static-data.gaokao.cn/upload/logo/49.jpg,557,17724,物理,本科批,普通
515,贵州医科大学,贵州贵阳市,物理类本科批普通类最低分/最低位次：556/18037,https://static-data.gaokao.cn/upload/logo/515.jpg,556,18037,物理,本科批,普通
420,华中师范大学,湖北武汉市,物理类本科批普通类双一流最低分/最低位次：556/18037,https://static-data.gaokao.cn/upload/logo/420.jpg,556,18037,物理,本科批,普通
323,华东政法大学,上海市松江区,物理类本科批普通类最低分/最低位次：556/18037,https://static-data.gaokao.cn/upload/logo/323.jpg,556,18037,物理,本科批,普通
318,上海对外经贸大学,上海市松江区,物理类本科批普通类最低分/最低位次：556/18037,https://static-data.gaokao.cn/upload/logo/318.jpg,556,18037,物理,本科批,普通
230,中国医科大学,辽宁沈阳市,物理类本科批普通类最低分/最低位次：556/18037,https://static-data.gaokao.cn/upload/logo/230.jpg,556,18037,物理,本科批,普通
591,华北电力大学保定校区,河北保定市,物理类本科批普通类双一流最低分/最低位次：556/18037,https://static-data.gaokao.cn/upload/logo/591.jpg,556,18037,物理,本科批,普通
30,北京工业大学,北京市朝阳区,物理类本科批普通类双一流最低分/最低位次：556/18037,https://static-data.gaokao.cn/upload/logo/30.jpg,556,18037,物理,本科批,普通
86,江南大学,江苏无锡市,物理类本科批普通类双一流最低分/最低位次：555/18368,https://static-data.gaokao.cn/upload/logo/86.jpg,555,18368,物理,本科批,普通
41,河北工业大学,天津市北辰区,物理类本科批普通类双一流最低分/最低位次：555/18368,https://static-data.gaokao.cn/upload/logo/41.jpg,555,18368,物理,本科批,普通
118,苏州大学,江苏苏州市,物理类本科批普通类双一流最低分/最低位次：565/15216,https://static-data.gaokao.cn/upload/logo/118.jpg,565,15216,物理,本科批,普通
103,福州大学,福建福州市,物理类本科批普通类双一流最低分/最低位次：554/18673,https://static-data.gaokao.cn/upload/logo/103.jpg,554,18673,物理,本科批,普通
37,西北大学,陕西西安市,物理类本科批普通类双一流最低分/最低位次：554/18673,https://static-data.gaokao.cn/upload/logo/37.jpg,554,18673,物理,本科批,普通
332,西北农林科技大学,陕西咸阳市,物理类本科批普通类双一流最低分/最低位次：554/18673,https://static-data.gaokao.cn/upload/logo/332.jpg,554,18673,物理,本科批,普通
98,华南师范大学,广东广州市,物理类本科批普通类双一流最低分/最低位次：553/19023,https://static-data.gaokao.cn/upload/logo/98.jpg,553,19023,物理,本科批,普通
482,新乡医学院,河南新乡市,物理类本科批普通类最低分/最低位次：553/19023,https://static-data.gaokao.cn/upload/logo/482.jpg,553,19023,物理,本科批,普通
43,北京林业大学,北京市海淀区,物理类本科批普通类双一流最低分/最低位次：553/19023,https://static-data.gaokao.cn/upload/logo/43.jpg,553,19023,物理,本科批,普通
113,南京农业大学,江苏南京市,物理类本科批普通类双一流最低分/最低位次：552/19358,https://static-data.gaokao.cn/upload/logo/113.jpg,552,19358,物理,本科批,普通
879,北京信息科技大学,北京市海淀区,物理类本科批普通类最低分/最低位次：552/19358,https://static-data.gaokao.cn/upload/logo/879.jpg,552,19358,物理,本科批,普通
162,南京中医药大学,江苏南京市,物理类本科批普通类双一流最低分/最低位次：551/19711,https://static-data.gaokao.cn/upload/logo/162.jpg,551,19711,物理,本科批,普通
1006,中国矿业大学（北京）,北京市海淀区,物理类本科批普通类双一流最低分/最低位次：551/19711,https://static-data.gaokao.cn/upload/logo/1006.jpg,551,19711,物理,本科批,普通
121,中国地质大学（武汉）,湖北武汉市,物理类本科批普通类双一流最低分/最低位次：550/20043,https://static-data.gaokao.cn/upload/logo/121.jpg,550,20043,物理,本科批,普通
62,郑州大学,河南郑州市,物理类本科批普通类双一流最低分/最低位次：550/20043,https://static-data.gaokao.cn/upload/logo/62.jpg,550,20043,物理,本科批,普通
655,上海海关学院,上海市浦东新区,物理类本科批普通类最低分/最低位次：549/20383,https://static-data.gaokao.cn/upload/logo/655.jpg,549,20383,物理,本科批,普通
3281,深圳技术大学,广东深圳市,物理类本科批普通类最低分/最低位次：548/20706,https://static-data.gaokao.cn/upload/logo/3281.jpg,548,20706,物理,本科批,普通
307,上海理工大学,上海市杨浦区,物理类本科批普通类最低分/最低位次：548/20706,https://static-data.gaokao.cn/upload/logo/307.jpg,548,20706,物理,本科批,普通
120,中国石油大学（华东）,山东青岛市,物理类本科批普通类双一流最低分/最低位次：547/21046,https://static-data.gaokao.cn/upload/logo/120.jpg,547,21046,物理,本科批,普通
168,南京医科大学,江苏南京市,物理类本科批普通类双一流最低分/最低位次：547/21046,https://static-data.gaokao.cn/upload/logo/168.jpg,547,21046,物理,本科批,普通
33,大连海事大学,辽宁大连市,物理类本科批普通类双一流最低分/最低位次：547/21046,https://static-data.gaokao.cn/upload/logo/33.jpg,547,21046,物理,本科批,普通
295,广州医科大学,广东广州市,物理类本科批普通类双一流最低分/最低位次：546/21407,https://static-data.gaokao.cn/upload/logo/295.jpg,546,21407,物理,本科批,普通
36,长安大学,陕西西安市,物理类本科批普通类双一流最低分/最低位次：555/18368,https://static-data.gaokao.cn/upload/logo/36.jpg,555,18368,物理,本科批,普通
417,华中农业大学,湖北武汉市,物理类本科批普通类双一流最低分/最低位次：545/21776,https://static-data.gaokao.cn/upload/logo/417.jpg,545,21776,物理,本科批,普通
376,西北政法大学,陕西西安市,物理类本科批普通类最低分/最低位次：544/22148,https://static-data.gaokao.cn/upload/logo/376.jpg,544,22148,物理,本科批,普通
960,南方医科大学,广东广州市,物理类本科批普通类最低分/最低位次：542/22909,https://static-data.gaokao.cn/upload/logo/960.jpg,542,22909,物理,本科批,普通
58,湖南师范大学,湖南长沙市,物理类本科批普通类双一流最低分/最低位次：540/23650,https://static-data.gaokao.cn/upload/logo/58.jpg,540,23650,物理,本科批,普通
934,西南大学,重庆市北碚区,物理类本科批普通类双一流最低分/最低位次：539/24024,https://static-data.gaokao.cn/upload/logo/934.jpg,539,24024,物理,本科批,普通
419,东北林业大学,黑龙江哈尔滨市,物理类本科批普通类双一流最低分/最低位次：539/24024,https://static-data.gaokao.cn/upload/logo/419.jpg,539,24024,物理,本科批,普通
142,东北师范大学,吉林长春市,物理类本科批普通类双一流最低分/最低位次：539/24024,https://static-data.gaokao.cn/upload/logo/142.jpg,539,24024,物理,本科批,普通
866,北京体育大学,北京市海淀区,物理类本科批普通类双一流最低分/最低位次：539/24024,https://static-data.gaokao.cn/upload/logo/866.jpg,539,24024,物理,本科批,普通
317,上海电力大学,上海市杨浦区,物理类本科批普通类最低分/最低位次：538/24376,https://static-data.gaokao.cn/upload/logo/317.jpg,538,24376,物理,本科批,普通
1011,上海政法学院,上海市青浦区,物理类本科批普通类最低分/最低位次：536/25124,https://static-data.gaokao.cn/upload/logo/1011.jpg,536,25124,物理,本科批,普通
293,广州大学,广东广州市,物理类本科批普通类最低分/最低位次：534/25918,https://static-data.gaokao.cn/upload/logo/293.jpg,534,25918,物理,本科批,普通
3152,合肥工业大学宣城校区,安徽宣城市,物理类本科批普通类双一流最低分/最低位次：534/25918,https://static-data.gaokao.cn/upload/logo/3152.jpg,534,25918,物理,本科批,普通
2614,北京第二外国语学院,北京市朝阳区,物理类本科批普通类最低分/最低位次：534/25918,https://static-data.gaokao.cn/upload/logo/2614.jpg,534,25918,物理,本科批,普通
363,西安邮电大学,陕西西安市,物理类本科批普通类最低分/最低位次：534/25918,https://static-data.gaokao.cn/upload/logo/363.jpg,534,25918,物理,本科批,普通
240,宁波大学,浙江宁波市,物理类本科批普通类双一流最低分/最低位次：533/26287,https://static-data.gaokao.cn/upload/logo/240.jpg,533,26287,物理,本科批,普通
935,贵州大学,贵州贵阳市,物理类本科批普通类双一流最低分/最低位次：532/26664,https://static-data.gaokao.cn/upload/logo/935.jpg,532,26664,物理,本科批,普通
504,海南大学,海南海口市,物理类本科批普通类双一流最低分/最低位次：532/26664,https://static-data.gaokao.cn/upload/logo/504.jpg,532,26664,物理,本科批,普通
96,广西大学,广西南宁市,物理类本科批普通类双一流最低分/最低位次：532/26664,https://static-data.gaokao.cn/upload/logo/96.jpg,532,26664,物理,本科批,普通
247,中国计量大学,浙江杭州市,物理类本科批普通类最低分/最低位次：532/26664,https://static-data.gaokao.cn/upload/logo/247.jpg,532,26664,物理,本科批,普通
35,云南大学,云南昆明市,物理类本科批普通类双一流最低分/最低位次：546/21407,https://static-data.gaokao.cn/upload/logo/35.jpg,546,21407,物理,本科批,普通
570,华中农业大学,北京市海淀区,物理类本科批普通类最低分/最低位次：532/26664,https://static-data.gaokao.cn/upload/logo/570.jpg,532,26664,物理,本科批,普通
294,广东医科大学,广东湛江市,物理类本科批普通类最低分/最低位次：530/27447,https://static-data.gaokao.cn/upload/logo/294.jpg,530,27447,物理,本科批,普通
159,杭州电子科技大学,浙江杭州市,物理类本科批普通类最低分/最低位次：530/27447,https://static-data.gaokao.cn/upload/logo/159.jpg,530,27447,物理,本科批,普通
169,南京林业大学,江苏南京市,物理类本科批普通类双一流最低分/最低位次：530/27447,https://static-data.gaokao.cn/upload/logo/169.jpg,530,27447,物理,本科批,普通
137,东北农业大学,黑龙江哈尔滨市,物理类本科批普通类双一流最低分/最低位次：530/27447,https://static-data.gaokao.cn/upload/logo/137.jpg,530,27447,物理,本科批,普通
875,首都经济贸易大学,北京市丰台区,物理类本科批普通类最低分/最低位次：530/27447,https://static-data.gaokao.cn/upload/logo/875.jpg,530,27447,物理,本科批,普通
546,宁夏医科大学,宁夏银川市,物理类本科批普通类最低分/最低位次：530/27447,https://static-data.gaokao.cn/upload/logo/546.jpg,530,27447,物理,本科批,普通
268,西南石油大学,四川成都市,物理类本科批普通类双一流最低分/最低位次：529/27853,https://static-data.gaokao.cn/upload/logo/268.jpg,529,27853,物理,本科批,普通
170,江苏大学,江苏镇江市,物理类本科批普通类最低分/最低位次：529/27853,https://static-data.gaokao.cn/upload/logo/170.jpg,529,27853,物理,本科批,普通
139,太原理工大学,山西太原市,物理类本科批普通类双一流最低分/最低位次：529/27853,https://static-data.gaokao.cn/upload/logo/139.jpg,529,27853,物理,本科批,普通
1352,四川警察学院,四川泸州市,物理类本科批普通类最低分/最低位次：528/28266,https://static-data.gaokao.cn/upload/logo/1352.jpg,528,28266,物理,本科批,普通
180,西南政法大学,重庆市渝北区,物理类本科批普通类最低分/最低位次：528/28266,https://static-data.gaokao.cn/upload/logo/180.jpg,528,28266,物理,本科批,普通
258,浙江财经大学,浙江杭州市,物理类本科批普通类最低分/最低位次：528/28266,https://static-data.gaokao.cn/upload/logo/258.jpg,528,28266,物理,本科批,普通
359,云南警官学院,云南昆明市,物理类本科批普通类最低分/最低位次：528/28266,https://static-data.gaokao.cn/upload/logo/359.jpg,528,28266,物理,本科批,普通
108,南昌大学,江西南昌市,物理类本科批普通类双一流最低分/最低位次：527/28698,https://static-data.gaokao.cn/upload/logo/108.jpg,527,28698,物理,本科批,普通
232,成都理工大学,四川成都市,物理类本科批普通类双一流最低分/最低位次：526/29103,https://static-data.gaokao.cn/upload/logo/232.jpg,526,29103,物理,本科批,普通
289,广州中医药大学,广东广州市,物理类本科批普通类双一流最低分/最低位次：526/29103,https://static-data.gaokao.cn/upload/logo/289.jpg,526,29103,物理,本科批,普通
478,莆田学院,福建莆田市,物理类本科批普通类最低分/最低位次：526/29103,https://static-data.gaokao.cn/upload/logo/478.jpg,526,29103,物理,本科批,普通
110,中国矿业大学,江苏徐州市,物理类本科批普通类双一流最低分/最低位次：526/29103,https://static-data.gaokao.cn/upload/logo/110.jpg,526,29103,物理,本科批,普通
309,上海海洋大学,上海市浦东新区,物理类本科批普通类双一流最低分/最低位次：532/26664,https://static-data.gaokao.cn/upload/logo/309.jpg,532,26664,物理,本科批,普通
595,河北师范大学,河北石家庄市,物理类本科批普通类最低分/最低位次：526/29103,https://static-data.gaokao.cn/upload/logo/595.jpg,526,29103,物理,本科批,普通
287,华南农业大学,广东广州市,物理类本科批普通类双一流最低分/最低位次：525/29493,https://static-data.gaokao.cn/upload/logo/287.jpg,525,29493,物理,本科批,普通
434,武汉工程大学,湖北武汉市,物理类本科批普通类最低分/最低位次：525/29493,https://static-data.gaokao.cn/upload/logo/434.jpg,525,29493,物理,本科批,普通
262,山西大学,山西太原市,物理类本科批普通类双一流最低分/最低位次：525/29493,https://static-data.gaokao.cn/upload/logo/262.jpg,525,29493,物理,本科批,普通
385,湘潭大学,湖南湘潭市,物理类本科批普通类双一流最低分/最低位次：524/29897,https://static-data.gaokao.cn/upload/logo/385.jpg,524,29897,物理,本科批,普通
430,江汉大学,湖北武汉市,物理类本科批普通类最低分/最低位次：524/29897,https://static-data.gaokao.cn/upload/logo/430.jpg,524,29897,物理,本科批,普通
63,合肥工业大学,安徽合肥市,物理类本科批普通类双一流最低分/最低位次：524/29897,https://static-data.gaokao.cn/upload/logo/63.jpg,524,29897,物理,本科批,普通
787,南通大学,江苏南通市,物理类本科批普通类最低分/最低位次：524/29897,https://static-data.gaokao.cn/upload/logo/787.jpg,524,29897,物理,本科批,普通
610,中国人民警察大学,河北廊坊市,物理类本科批普通类最低分/最低位次：524/29897,https://static-data.gaokao.cn/upload/logo/610.jpg,524,29897,物理,本科批,普通
302,广东财经大学,广东广州市,物理类本科批普通类最低分/最低位次：523/30304,https://static-data.gaokao.cn/upload/logo/302.jpg,523,30304,物理,本科批,普通
1007,武汉科技大学,湖北武汉市,物理类本科批普通类最低分/最低位次：523/30304,https://static-data.gaokao.cn/upload/logo/1007.jpg,523,30304,物理,本科批,普通
184,重庆邮电大学,重庆市南岸区,物理类本科批普通类最低分/最低位次：522/30719,https://static-data.gaokao.cn/upload/logo/184.jpg,522,30719,物理,本科批,普通
390,吉林师范大学,吉林四平市,物理类本科批普通类最低分/最低位次：522/30719,https://static-data.gaokao.cn/upload/logo/390.jpg,522,30719,物理,本科批,普通
100,四川农业大学,四川雅安市,物理类本科批普通类双一流最低分/最低位次：521/31143,https://static-data.gaokao.cn/upload/logo/100.jpg,521,31143,物理,本科批,普通
438,湖北医药学院,湖北十堰市,物理类本科批普通类最低分/最低位次：521/31143,https://static-data.gaokao.cn/upload/logo/438.jpg,521,31143,物理,本科批,普通
311,上海师范大学,上海市徐汇区,物理类本科批普通类最低分/最低位次：521/31143,https://static-data.gaokao.cn/upload/logo/311.jpg,521,31143,物理,本科批,普通
365,陕西中医药大学,陕西咸阳市,物理类本科批普通类最低分/最低位次：521/31143,https://static-data.gaokao.cn/upload/logo/365.jpg,521,31143,物理,本科批,普通
243,浙江理工大学,浙江杭州市,物理类本科批普通类最低分/最低位次：520/31552,https://static-data.gaokao.cn/upload/logo/243.jpg,520,31552,物理,本科批,普通
88,中国民航大学,天津市东丽区,物理类本科批普通类最低分/最低位次：520/31552,https://static-data.gaokao.cn/upload/logo/88.jpg,520,31552,物理,本科批,普通
349,上海海事大学,上海市浦东新区,物理类本科批普通类最低分/最低位次：520/31552,https://static-data.gaokao.cn/upload/logo/349.jpg,520,31552,物理,本科批,普通
425,湖北大学,湖北武汉市,物理类本科批普通类最低分/最低位次：519/31976,https://static-data.gaokao.cn/upload/logo/425.jpg,519,31976,物理,本科批,普通
2434,南昌医学院,江西南昌市,物理类本科批普通类最低分/最低位次：518/32434,https://static-data.gaokao.cn/upload/logo/2434.jpg,518,32434,物理,本科批,普通
1021,福建中医药大学,福建福州市,物理类本科批普通类最低分/最低位次：518/32434,https://static-data.gaokao.cn/upload/logo/1021.jpg,518,32434,物理,本科批,普通
3311,中国石油大学（北京）克拉玛依校区,新疆克拉玛依市,物理类本科批普通类双一流最低分/最低位次：518/32434,https://static-data.gaokao.cn/upload/logo/3311.jpg,518,32434,物理,本科批,普通
367,青海大学,青海西宁市,物理类本科批普通类双一流最低分/最低位次：518/32434,https://static-data.gaokao.cn/upload/logo/367.jpg,518,32434,物理,本科批,普通
347,昆明医科大学,云南昆明市,物理类本科批普通类最低分/最低位次：518/32434,https://static-data.gaokao.cn/upload/logo/347.jpg,518,32434,物理,本科批,普通
