id,school_name,school_address,school_popularity,school_websit,jainjie
105,华南理工大学,广东广州市,广东广州市人气值:17909352,"官方网址：http://admission.scut.edu.cn/http://www.scut.edu.cn/
官方电话：020-87110737
电子邮箱：admit@scut.edu.cn",华南理工大学地处广州，是直属教育部的全国重点大学，校园分为五山校区、大学城校区和广州国际校区，是首届“全国文明校园”获得单位。学校办学源远流长，最早可溯源至1918年成立的广东省立第一甲种工业学校（史称“红色甲工”）；正式组建于1952年全国高等院校调整时期，是新中国“四大工学院”之一；1960年成为全国重点大学；...更多>
569,中国政法大学,北京昌平区,北京昌平区人气值:7741616,"官方网址：http://zs.cupl.edu.cnhttp://www.cupl.edu.cn/
官方电话：010-58909122
电子邮箱：cupl@cupl.edu.cn",中国政法大学是一所以法学学科为特色和优势，兼有政治学、经济学、管理学、文学、历史学、哲学、教育学、理学、工学等学科的“211工程”重点建设大学，“‘985工程’优势学科创新平台”“2011计划”和“111计划”（高校学科创新引智计划）重点建设高校，国家“双一流”建设高校，直属于国家教育部，由教育部与北京市共建，...更多>
38,北京交通大学,北京海淀区,北京海淀区人气值:8585440,"官方网址：https://zsw.bjtu.edu.cnhttps://www.bjtu.edu.cn/
官方电话：010-51688441",北京交通大学是教育部直属，教育部、交通运输部、北京市人民政府和中国国家铁路集团有限公司共建的全国重点大学，是国家“211工程”“985工程优势学科创新平台”“双一流”建设高校。北京交通大学作为交通大学的三个源头之一，历史渊源可追溯到1896年，前身是清政府创办的铁路管理传习所，是中国第一所专门培养管理人才的...更多>
558,中国传媒大学,北京朝阳区,北京朝阳区人气值:9243061,"官方网址：http://zhaosheng.cuc.edu.cnhttp://www.cuc.edu.cn/
官方电话：010-65779370,010-65779256
电子邮箱：cuczsb@cuc.edu.cn",中国传媒大学是教育部直属的首批“双一流”建设高校，“211工程”重点建设大学，“985优势学科创新平台”重点建设高校。学校始建于1954年，2004年8月由北京广播学院更名为中国传媒大学。学校坐落于北京古运河畔，地处首都功能核心区和北京城市副中心之间，交通便利，区位优势明显。校园环境优美，占地面积46.37万平方米，总建筑面积6...更多>
123,中南大学,湖南长沙市,湖南长沙市人气值:23060519,"官方网址：http://zhaosheng.csu.edu.cn/http://www.csu.edu.cn/
官方电话：0731-88830995
电子邮箱：admis@csu.edu.cn",中南大学坐落在中国历史文化名城──湖南省长沙市，占地面积317万平方米。跨湘江两岸，依巍巍岳麓，临滔滔湘水，环境幽雅，景色宜人，是求知治学的理想园地。学校设有30个二级学院，拥有享“南湘雅”美誉的湘雅医院、湘雅二医院、湘雅三医院3所大型三级甲等综合性医院及湘雅口腔医院。中南大学由原湖南医科大学、长沙铁道学院与...更多>
99,四川大学,四川成都市,四川成都市人气值:33484425,"官方网址：http://zs.scu.edu.cnhttp://www.scu.edu.cn/
官方电话：028-86081605,028-86080605
电子邮箱：zs@scu.edu.cn",岷峨挺秀，锦水含章。巍巍学府，德渥群芳。四川大学是教育部直属全国重点大学，是国家布局在中国西部的重点建设的高水平研究型综合大学，是国家“双一流”建设高校(A类)。四川大学地处中国历史文化名城——“天府之国”的成都，有望江、华西和江安三个校区，占地面积7050亩，校舍建筑面积282.18万平方米。学校正与眉山市合...更多>
39,北京外国语大学,北京海淀区,北京海淀区人气值:7031574,"官方网址：http://joinus.bfsu.edu.cnhttp://www.bfsu.edu.cn/
官方电话：010-88816254,010-88816481
电子邮箱：bwzsb@bfsu.edu.cn",北京外国语大学（简称“北外”）坐落在北京市海淀区西三环北路，在三环路两侧分设东、西两个校区，是教育部直属、首批“211工程”高校、“985”优势学科创新平台高校、首批“双一流”建设高校。北外是中国共产党创办的第一所外国语高等学校，前身是1941年成立于延安的中国抗日军政大学三分校俄文队，后发展为中央军委外国...更多>
1219,山东大学（威海）,山东威海市,山东威海市人气值:5700483,"官方网址：https://bkzsw.wh.sdu.edu.cn/http://www.wh.sdu.edu.cn
官方电话：0631-5688282,0631-5688902,0631-5688895
电子邮箱：whzhaob@sdu.edu.cn",山东大学是一所历史悠久、学科齐全、学术实力雄厚、办学特色鲜明，在国内外具有重要影响的教育部直属重点综合性大学，是世界一流大学建设高校（A类）。威海校区创建于1984年，是山东大学与威海市政府联合共建的多学科、开放式、综合性大学校区。她的诞生，开创了我国名校异地办学的先河；她的成长，印证了改革开放以来我...更多>
160,南京邮电大学,江苏南京市,江苏南京市人气值:7705849,"官方网址：http://zs.njupt.edu.cn/http://www.njupt.edu.cn
官方电话：025-85866669,025-85866668
电子邮箱：zsk@njupt.edu.cn",南京邮电大学是国家“双一流”建设高校和江苏高水平大学高峰计划A类建设高校，其前身是1942年诞生于山东抗日根据地的八路军战邮干训班，是我党、我军早期系统培养通信人才的学校之一。1958年经国务院批准改建为本科高校，取名南京邮电学院；2005年4月，更名为南京邮电大学。学校原为邮电部和信息产业部直属重点高校，2000年...更多>
44,湖南大学,湖南长沙市,湖南长沙市人气值:18805634,"官方网址：http://admi.hnu.edu.cnhttp://www.hnu.edu.cn/
官方电话：0731-88823560,0731-88823067,0731-88823578,0731-88823565
电子邮箱：admi@hnu.cn","湖南大学坐落于中国历史文化名城长沙，前临碧波荡漾的湘江，后倚秀如琢玉的岳麓山，素有“千年学府、百年名校”之称。学校办学起源于公元976年创办的岳麓书院，是中国同址办学时间最长的高等学府,历经千年变迁，弦歌不绝，始终保持文化教育的连续性，是中国高等教育发展的生动缩影和世界高等教育的罕见奇迹。1903年改制为湖南高等...更多>"
144,北京科技大学,北京海淀区,北京海淀区人气值:7864746,"官方网址：http://zhaosheng.ustb.edu.cnhttps://www.ustb.edu.cn/
官方电话：010-62325294
电子邮箱：zhaoshengzixun@ustb.edu.cn",北京科技大学的历史渊源可追溯至1895年北洋西学学堂创办的中国近代史上第一个矿冶学科。1952年，学校由天津大学（原北洋大学）、清华大学等6所国内著名大学的矿冶系科组建而成，名为北京钢铁工业学院，是新中国建立的第一所钢铁工业高等学府。1960年，更名为北京钢铁学院，并被批准为全国重点高等学校。1984年，成为全国首批正式...更多>
136,上海外国语大学,上海虹口区,上海虹口区人气值:5883620,"官方网址：http://admissions.shisu.edu.cnhttp://www.shisu.edu.cn/
官方电话：021-55383668,021-55386006
电子邮箱：ao@shisu.edu.cn","上海外国语大学（ShanghaiInternationalStudiesUniversity,SISU）创建于1949年12月，是中华人民共和国成立后兴办的第一所高等外语学府，是新中国外语教育的发祥地之一，是教育部直属并与上海市共建、进入国家“211工程”和“双一流”建设的全国重点大学。上外秉承“格高志远、学贯中外”的校训精神和“诠释世界、成就未来”的办学理念，...更多>"
126,山东大学,山东济南市,山东济南市人气值:19197480,"官方网址：http://www.bkzs.sdu.edu.cn/https://www.sdu.edu.cn/
官方电话：0531-59626977
电子邮箱：sdbkzs@email.sdu.edu.cn",山东大学是一所历史悠久、学科齐全、实力雄厚、特色鲜明的教育部直属重点综合性大学，在国内外具有重要影响，2017年顺利迈入世界一流大学建设高校（A类）行列。山东大学前身是1901年创办的山东大学堂，被誉为中国近代高等教育起源性大学。其医学学科起源于1864年，开启近代中国高等医学教育之先河。从诞生起，学校先后历经...更多>
119,重庆大学,重庆沙坪坝区,重庆沙坪坝区人气值:18985097,"官方网址：http://zhaosheng.cqu.edu.cnhttp://www.cqu.edu.cn/
官方电话：023-65102371,023-65102370
电子邮箱：zhaosheng@cqu.edu.cn",学校创办于1929年，提出建设“完备弘深之大学”的愿景，到20世纪40年代发展成为文理工商法医各学科齐全的综合性大学。经过1952年全国院系调整，成为以工科为主的多科性大学。1960年被确定为全国重点大学。改革开放后，学校进行了全面的恢复调整和改革建设，成为一所以工为主、多学科协调发展的高校，1998年获批国家“211工程”重点...更多>
576,中国人民公安大学,北京西城区,北京西城区人气值:5816768,"官方网址：https://www.ppsuc.edu.cn/zsjy.htmhttps://www.ppsuc.edu.cn/
官方电话：010-83903097
电子邮箱：zhaoban@ppsuc.edu.cn",历史沿革中国人民公安大学是公安部直属普通高等学校暨公安部高级警官学院，国家“世界一流学科建设高校”。创始于1948年7月中共中央在河北解放区建屏县（今平山县）举办的华北保卫干部训练班，历经华北公安干部学校（1949—1950年）、中央公安干部学校（1950—1953年）、中央人民公安学院（1953—1959年）、中央政法干部学校（1959—1982...更多>
76,上海大学,上海宝山区,上海宝山区人气值:12473068,"官方网址：https://bkzsw.shu.edu.cn/https://www.shu.edu.cn/
官方电话：021-66134148
电子邮箱：info@shu.edu.cn",上海大学是上海市属的综合性研究型大学，是教育部与上海市人民政府共建高校，是国家“211工程”重点建设高校、上海市高水平地方大学建设高校，是国家“双一流”建设高校。建校时期，青云发轫。1922年10月23日成立的上海大学，是中国共产党主导创办并实际领导的第一所正规大学。孙中山、李大钊、陈独秀、毛泽东等悉心关怀，...更多>
133,华东理工大学,上海徐汇区,上海徐汇区人气值:11410607,"官方网址：https://zsb.ecust.edu.cn/http://www.ecust.edu.cn/
官方电话：021-64252763
电子邮箱：zsb@ecust.edu.cn",华东理工大学原名华东化工学院，1952年由交通大学（上海）、震旦大学（上海）、大同大学（上海）、东吴大学（苏州）、江南大学（无锡）等校化工系合并组建而成，是新中国第一所以化工特色闻名的高等学府。1956年被定为全国首批招收研究生的学校之一，1960年起被中共中央确定为教育部直属的全国重点大学，1993年经国家教委批准，更...更多>
45,中央民族大学,北京海淀区,北京海淀区人气值:6370770,"官方网址：http://zb.muc.edu.cnhttps://www.muc.edu.cn/
官方电话：010-68932902,010-68933922
电子邮箱：muc3922@126.com",中央民族大学（MinzuUniversityofChina）坐落于北京学府林立的海淀区，南邻国家图书馆，北依中关村科技园，校园环境典雅，古朴幽美，人文氛围浓郁，具有鲜明的民族特色。坐落于青龙湖畔的丰台校区于2021年9月正式启用，具有中式经典、山水校园风貌特点，彻底提升了“大文化”与“小空间”的匹配度，为中央民族大学跨越式发展提...更多>
61,中国海洋大学,山东青岛市,山东青岛市人气值:16775554,"官方网址：http://bkzs.ouc.edu.cnhttp://www.ouc.edu.cn/
官方电话：0532-66782426,0532-66781723
电子邮箱：ouczsb@ouc.edu.cn",中国海洋大学是一所海洋和水产学科特色显著、学科门类齐全的教育部直属重点综合性大学，是国家“985工程”和“211工程”重点建设的高校，2017年入选国家“世界一流大学建设高校”（A类）。学校校训是“海纳百川，取则行远”。学校创建于1924年，历经私立青岛大学、国立青岛大学、国立山东大学、山东大学等办学时期，于1959年发展成...更多>
67,安徽大学,安徽合肥市,安徽合肥市人气值:10521321,"官方网址：http://zsb.ahu.edu.cnhttp://www.ahu.edu.cn/
官方电话：0551-63861666,0551-63861777
电子邮箱：zsb3861777@163.com",安徽大学(AnhuiUniversity)坐落于素有“三国故地、包拯家乡，江淮首郡、吴楚要冲”美誉的历史文化名城、安徽省省会合肥市。学校是世界“双一流”和国家“211工程”建设首批入列高校，是安徽省人民政府与教育部共建高校，是安徽省属重点综合型大学。1928年，安徽大学肇基于时为省会的安庆市，开启安徽现代高等教育之先河，赓续襟江带...更多>
166,南京信息工程大学,江苏南京市,江苏南京市人气值:6274892,"官方网址：http://zs.nuist.edu.cnhttps://www.nuist.edu.cn/
官方电话：025-58731378,025-58731333
电子邮箱：zsb@nuist.edu.cn",南京信息工程大学是国家“双一流”建设高校，是江苏高水平大学建设高峰计划A类建设高校。学校因服务新中国国家战略和国民经济建设需求而生，1960年设立南京大学气象学院（学校前身），隶属原中央（军委）气象局，1963年独立建校为南京气象学院，1978年列入全国重点大学，2000年划转江苏省人民政府主管，2004年更名为南京信息工程大...更多>
112,南京理工大学,江苏南京市,江苏南京市人气值:9859817,"官方网址：http://zsb.njust.edu.cn/http://www.njust.edu.cn/
官方电话：400-110-2882",南京理工大学是隶属于工业和信息化部的全国重点大学，学校由创建于1953年的新中国军工科技最高学府——中国人民解放军军事工程学院（简称“哈军工”）分建而成，经历了中国人民解放军炮兵工程学院、华东工程学院、华东工学院等发展阶段，1993年更名为南京理工大学。1995年，学校成为国家首批“211工程”重点建设高校；2000年，获批成立...更多>
556,北京化工大学,北京朝阳区,北京朝阳区人气值:5306281,"官方网址：http://www.goto.buct.edu.cnhttp://www.buct.edu.cn/
官方电话：010-64435706
电子邮箱：zsb@mail.buct.edu.cn",北京化工大学创办于1958年，原名北京化工学院，是新中国为“培养尖端科学发展所需的高级化工技术人才”而创建的一所高水平大学。作为教育部直属的全国重点大学、国家“211工程”和“‘985’优势学科创新平台”重点建设院校，国家“一流学科”建设高校，北京化工大学肩负着高层次创新人才培养和基础性、前瞻性科学研究以及...更多>
77,南京航空航天大学,江苏南京市,江苏南京市人气值:11841031,"官方网址：http://zs.nuaa.edu.cnhttp://www.nuaa.edu.cn/
官方电话：400-1810287
电子邮箱：zsb@nuaa.edu.cn",南京航空航天大学创建于1952年10月，是新中国自己创办的第一批航空高等院校之一。1978年被国务院确定为全国重点大学；1981年经国务院批准成为全国首批具有博士学位授予权的高校；1996年进入国家“211工程”建设；2000年经教育部批准设立研究生院；2011年，成为“985工程优势学科创新平台”重点建设高校；2017年，进入国家“双一流...更多>
124,哈尔滨工程大学,黑龙江哈尔滨市,黑龙江哈尔滨市人气值:13617795,"官方网址：https://zsb.hrbeu.edu.cn/http://www.hrbeu.edu.cn/
官方电话：0451-82519740,0451-82533070
电子邮箱：zhaoban@hrbeu.edu.cn",哈尔滨工程大学源自1953年创办的中国人民解放军军事工程学院（哈军工），陈赓大将为首任院长，毛泽东主席为学院颁发《训词》，1959年被中共中央确定为全国重点大学。1966年退出军队序列更名为哈尔滨工程学院。1970年在哈军工原址以海军工程系为主体组建哈尔滨船舶工程学院（哈船院），1978年被国务院确定为全国重点大学。1994...更多>
134,东北大学,辽宁沈阳市,辽宁沈阳市人气值:13835950,"官方网址：http://zs.neu.edu.cn/http://www.neu.edu.cn/
官方电话：024-83687392,024-23891272
电子邮箱：ddzsb@mail.neu.edu.cn",东北大学始建于1923年4月26日，是一所具有爱国主义光荣传统的大学。1928年8月至1937年1月，著名爱国将领张学良将军兼任校长。1931年“九•一八”事变后，东北大学被迫流亡办学，1949年3月，在东北大学工学院和理学院（部分）的基础上成立沈阳工学院。1950年8月，定名为东北工学院，1993年3月，复名为东北大学，1997年1月原沈阳黄金学院并入...更多>
573,北京协和医学院,北京东城区,北京东城区人气值:2328122,"官方网址：https://gkxc.pumc.edu.cn/pumc/#/indexhttp://www.pumc.edu.cn
官方电话：010-65105809,010-88771239
电子邮箱：gkzs@pumc.edu.cn",中国医学科学院成立于1956年，北京协和医学院成立于1917年，中国医学科学院北京协和医学院自1957年起实行院校合一的管理体制，是我国最高医学研究机构和最高医学教育机构。院校始终牢记初心使命，以引领我国医学科技教育发展和维护人民健康为己任，教育人才辈出，科研硕果累累，医疗领衔行业，为我国现代科学医学体系的建...更多>
117,中国药科大学,江苏南京市,江苏南京市人气值:7664680,"官方网址：http://zb.cpu.edu.cnhttp://www.cpu.edu.cn/
官方电话：025-83271319,025-83271422
电子邮箱：zhaosheng@cpu.edu.cn",中国药科大学坐落于古都南京，始建于1936年，是我国历史上第一所由国家创办的药学高等学府。学校为教育部直属、国家“211工程”和“985工程优势学科创新平台”建设高校，是一所以药学为特色的多科性、研究型大学，其中以药学、中药学学科为龙头的药学学科群建设始终保持国内领先水平，素有“中国生物医药人才摇篮”的美誉。20...更多>
284,深圳大学,广东深圳市,广东深圳市人气值:16238279,"官方网址：http://zs.szu.edu.cnhttp://www.szu.edu.cn/
官方电话：0755-26536235,0755-26736235
电子邮箱：zsb@szu.edu.cn",深圳大学1983年经国家教育部批准设立，肩负着为特区培养人才和为国家高等教育改革探路的光荣使命。中央、教育部和地方高度重视深圳大学建设，组织北大援建中文、外语类学科，清华援建电子、建筑类学科，人大援建经济、法律类学科，一大批知名学者云集深圳大学。建校伊始，学校在高校管理体制上锐意改革，在奖学金、学分...更多>
128,武汉理工大学,湖北武汉市,湖北武汉市人气值:16426199,"官方网址：http://zs.whut.edu.cnhttp://www.whut.edu.cn/
官方电话：027-87859017,027-87858399
电子邮箱：zhaosheng@whut.edu.cn",武汉理工大学是教育部直属全国重点大学，是首批列入国家“211工程”和“双一流”建设高校，是教育部和交通运输部等部委共建高校。学校办学历史起源于1898年建立的湖北工艺学堂，办学125年特别是近70年来，学校共培养了60余万名高级专门人才，是教育部直属高校中为建材建工、交通、汽车三大行业培养人才规模最大的学校，已成...更多>
72,安徽医科大学,安徽合肥市,安徽合肥市人气值:5049505,"官方网址：http://zs.ahmu.edu.cn/http://www.ahmu.edu.cn/
官方电话：0551-65167746
电子邮箱：ahmuzsb@ahmu.edu.cn",安徽医科大学是安徽省办学历史最早的高等学校之一，是安徽省第一所高等医科院校，是安徽省属重点大学，是教育部、国家卫健委和安徽省共建高校，是安徽省第一批地方特色高水平大学和第一批综合改革试点学校。学校前身是1926年始创于上海的东南医科大学，1949年响应中共中央华东局“面向农村，走向内地”的号召，内迁安徽怀远。195...更多>
122,吉林大学,吉林长春市,吉林长春市人气值:15552750,"官方网址：http://zsb.jlu.edu.cnhttps://www.jlu.edu.cn/
官方电话：0431-85166420,0431-85166226
电子邮箱：bkzs@jlu.edu.cn",吉林大学是教育部直属的全国重点综合性大学，坐落在吉林省长春市。学校始建于1946年，1960年被列为国家重点大学，1984年成为首批建立研究生院的22所大学之一，是国家“211工程”“985工程”和首批“双一流”大学建设高校。学校始终秉持“求实创新、励志图强”的校训，坚持以“学术立校、人才强校、创新兴校、开放活校、文化荣...更多>
101,西南财经大学,四川成都市,四川成都市人气值:11673679,"官方网址：https://zb.swufe.edu.cn/https://www.swufe.edu.cn/
官方电话：028-87092355,028-87092897,028-87092899,028-87092900,028-87099171
电子邮箱：zb@swufe.edu.cn",西南财经大学是教育部直属的国家“211工程”和“985工程”优势学科创新平台建设的全国重点大学，也是国家首批“双一流”建设高校。学校坐落于中国历史文化名城——“天府之国”成都，有光华、柳林两校区，辖地2300余亩。校园湖光柳影，芳草绿树，翩翩学者，蔚为大观，是著名的“园林式院校”，实乃读书治学的理想园地。学校始于19...更多>
414,中南财经政法大学,湖北武汉市,湖北武汉市人气值:13370818,"官方网址：http://bkzs.zuel.edu.cn/http://www.zuel.edu.cn/
官方电话：027-88387338,027-88386200,027-88386178,027-88386189
电子邮箱：zsb@znufe.edu.cn",中南财经政法大学是教育部直属的全国重点大学，是国家“211工程”和“985工程优势学科创新平台”重点建设高校，是国家“双一流”建设高校，是教育部、财政部和湖北省共建高校。历史源远，弦歌不辍。学校前身是1948年以邓小平为第一书记的中共中央中原局创建，并由第二书记陈毅担任筹备委员会主任的中原大学。全国高等院校...更多>
78,天津医科大学,天津和平区,天津和平区人气值:7931090,"官方网址：http://www.tmu.edu.cn/bkzs/http://www.tmu.edu.cn/
官方电话：022-83336711
电子邮箱：zhaoban@tmu.edu.cn",天津医科大学的前身天津医学院创建于1951年，是新中国成立后原国家政务院批准建立的高等医学院校。著名内分泌学家、医学教育家朱宪彝教授为首任校长。1994年6月天津医学院与天津第二医学院正式组建成立天津医科大学。1996年12月成为天津市唯一的国家“211工程”重点建设市属院校，2015年10月成为天津市人民政府、国家卫生健康委员会和...更多>
